fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.0,0.32,0.19,0.6,0.048,52.0,166.0,0.9992,3.31,0.47,10.9,6
6.0,0.23,0.44,7.1,0.047,37.0,88.0,0.9963,3.4,0.65,10.4,7
7.4,0.17,0.35,2.6,0.078,34.0,73.0,0.9931,3.32,0.55,10.3,8
5.7,0.09,0.44,5.1,0.043,45.0,169.0,0.987,3.36,0.46,8.7,5
4.7,0.47,0.47,2.0,0.064,30.0,34.0,0.9927,3.26,0.48,9.3,6
8.1,0.08,0.2,0.9,0.069,1.0,82.0,0.9951,3.28,0.69,11.3,5
8.1,0.3,0.34,6.9,0.028,36.0,150.0,0.9966,3.25,0.46,11.8,7
7.7,0.33,0.31,12.7,0.042,50.0,111.0,0.9936,3.35,0.58,13.3,5
8.8,0.72,0.26,1.1,0.072,15.0,108.0,0.9944,3.36,0.57,11.5,5
6.3,0.08,0.23,13.7,0.12,1.0,56.0,0.9997,3.28,0.4,10.7,5
5.4,0.19,0.5,0.8,0.012,18.0,61.0,0.9914,3.36,0.39,11.6,6
7.0,0.34,0.32,7.2,0.074,36.0,105.0,0.9897,3.38,0.58,9.0,5
6.8,0.3,0.32,17.3,0.098,10.0,31.0,0.9875,3.13,0.8,11.2,6
6.2,0.22,0.21,0.9,0.059,29.0,115.0,0.9975,3.12,0.33,10.7,7
7.1,0.32,0.42,3.1,0.024,38.0,180.0,0.9907,3.36,0.45,13.2,6
6.5,0.1,0.18,2.2,0.054,16.0,175.0,0.9936,3.11,0.54,12.3,7
4.9,0.39,0.39,2.7,0.022,53.0,146.0,0.9971,3.29,0.55,11.6,6
6.6,0.08,0.38,7.6,0.038,42.0,127.0,0.9993,3.07,0.5,9.1,5
5.9,0.3,0.27,5.8,0.069,13.0,111.0,0.9948,3.18,0.91,14.9,7
7.4,0.27,0.36,18.7,0.054,42.0,119.0,0.9917,2.81,0.48,10.0,5
6.5,0.47,0.36,1.1,0.063,16.0,68.0,0.9957,3.13,0.31,10.1,7
8.8,0.59,0.33,4.2,0.015,22.0,84.0,0.9915,3.25,0.76,12.0,7
9.3,0.28,0.32,3.2,0.035,31.0,31.0,0.9945,3.1,0.36,8.8,6
8.0,0.59,0.32,13.6,0.077,45.0,163.0,0.9905,2.95,0.51,9.1,5
5.1,0.31,0.33,0.6,0.01,29.0,110.0,0.9922,3.09,0.41,9.3,5
9.3,0.15,0.34,24.4,0.01,38.0,218.0,1.0014,3.17,0.42,11.2,7
9.3,0.61,0.16,3.5,0.045,56.0,86.0,0.9979,3.3,0.33,10.9,6
7.3,0.42,0.3,5.3,0.038,35.0,115.0,0.9927,3.21,0.63,9.8,6
9.0,0.34,0.36,2.4,0.083,19.0,152.0,0.9934,3.07,0.68,10.2,6
6.5,0.44,0.34,10.3,0.01,43.0,137.0,0.9968,3.39,0.61,8.0,6
4.8,0.38,0.46,4.5,0.053,21.0,112.0,0.9934,3.5,0.75,10.4,6
6.2,0.32,0.41,5.9,0.104,25.0,206.0,0.9983,3.1,0.41,10.7,6
9.5,0.12,0.19,5.7,0.067,41.0,68.0,0.99,3.51,0.49,11.8,6
5.4,0.26,0.31,2.4,0.01,41.0,148.0,0.9945,3.18,0.44,10.8,7
7.2,0.43,0.28,0.6,0.141,27.0,94.0,0.9923,3.29,0.6,11.4,6
7.3,0.31,0.32,8.9,0.037,25.0,109.0,0.9955,3.43,0.56,10.2,6
6.7,0.45,0.33,1.8,0.01,63.0,129.0,0.9951,3.42,0.31,13.3,7
6.7,0.4,0.41,10.2,0.084,1.0,109.0,0.9948,3.17,0.73,10.6,6
7.2,0.22,0.34,5.1,0.028,37.0,107.0,0.996,3.42,0.38,10.3,5
6.4,0.15,0.5,2.4,0.121,30.0,38.0,0.9955,3.31,0.28,9.2,5
5.3,0.34,0.35,4.9,0.081,23.0,161.0,0.9913,3.2,0.32,11.4,5
7.5,0.25,0.2,5.6,0.131,36.0,37.0,0.9944,3.11,0.71,11.0,6
8.7,0.36,0.26,6.6,0.019,14.0,188.0,0.9944,3.19,0.78,12.3,7
8.3,0.25,0.4,9.3,0.101,7.0,110.0,0.9945,3.34,0.49,9.7,5
6.2,0.24,0.08,0.9,0.028,49.0,163.0,1.0013,3.16,0.65,10.8,6
5.5,0.53,0.11,15.6,0.068,18.0,6.0,0.9948,3.26,0.38,12.0,5
6.9,0.36,0.32,2.9,0.062,28.0,114.0,0.9996,3.14,0.61,12.9,6
9.2,0.25,0.45,10.6,0.105,1.0,115.0,0.9888,3.36,0.58,11.6,5
8.1,0.34,0.52,1.3,0.084,1.0,71.0,0.9929,3.08,0.34,11.4,6
8.2,0.56,0.29,0.6,0.04,35.0,159.0,0.9939,3.58,0.52,9.2,6
8.4,0.38,0.48,4.6,0.094,50.0,84.0,0.9993,3.26,0.53,10.2,6
7.8,0.43,0.33,2.1,0.053,18.0,71.0,0.9881,3.11,0.4,8.0,6
7.3,0.24,0.08,22.5,0.08,59.0,97.0,0.9976,3.14,0.63,10.9,5
8.2,0.47,0.33,0.6,0.066,54.0,164.0,0.9963,3.06,0.36,10.7,7
6.5,0.71,0.23,0.6,0.049,46.0,130.0,0.9963,3.39,0.65,11.3,6
5.4,0.21,0.46,0.6,0.01,50.0,136.0,0.9941,3.27,0.79,10.3,6
8.2,0.15,0.32,1.3,0.063,54.0,154.0,0.9952,3.27,0.61,9.6,6
8.7,0.39,0.12,4.7,0.032,21.0,105.0,0.9945,3.29,0.65,9.7,5
5.8,0.47,0.1,3.8,0.013,22.0,168.0,0.9927,3.11,0.66,12.4,6
8.3,0.32,0.32,2.3,0.085,43.0,135.0,0.9974,3.17,0.66,12.1,6
9.2,0.23,0.0,0.6,0.034,8.0,158.0,0.9949,2.93,0.46,9.9,4
7.1,0.35,0.23,1.4,0.01,36.0,76.0,0.9923,3.53,0.59,12.1,5
6.2,0.43,0.36,1.1,0.056,39.0,121.0,0.9959,3.0,0.59,11.8,6
7.4,0.27,0.16,7.4,0.051,43.0,164.0,0.9941,3.13,0.32,10.0,6
6.6,0.4,0.48,8.2,0.054,41.0,209.0,0.9934,3.19,0.47,10.1,7
6.3,0.55,0.49,8.1,0.054,7.0,169.0,0.9896,3.26,0.4,9.1,5
7.7,0.4,0.16,18.8,0.021,1.0,171.0,0.9931,3.23,0.44,10.0,5
5.1,0.36,0.27,11.6,0.042,31.0,37.0,0.993,3.3,0.68,11.2,5
5.3,0.5,0.46,3.7,0.092,73.0,101.0,0.9956,3.54,0.45,9.6,5
7.3,0.2,0.32,2.9,0.086,14.0,147.0,0.9935,3.28,0.45,9.4,6
7.2,0.18,0.11,13.4,0.044,25.0,46.0,1.0028,3.05,0.54,12.4,6
7.6,0.32,0.29,5.1,0.076,35.0,138.0,0.9901,3.47,0.48,10.9,5
9.7,0.26,0.19,1.9,0.059,21.0,97.0,0.991,3.45,0.4,10.5,6
7.2,0.27,0.47,4.5,0.044,41.0,100.0,0.9931,3.27,0.53,8.0,4
7.9,0.66,0.4,26.2,0.1,43.0,119.0,0.9958,3.31,0.52,11.2,5
6.0,0.68,0.27,10.2,0.025,58.0,136.0,0.9937,3.11,0.43,9.1,6
8.3,0.25,0.35,1.8,0.067,41.0,157.0,0.9929,3.39,0.57,11.1,7
6.6,0.35,0.13,16.5,0.01,25.0,55.0,0.9911,3.08,0.47,11.5,6
7.1,0.36,0.19,21.5,0.069,45.0,169.0,0.996,3.11,0.64,11.3,4
6.9,0.57,0.53,1.4,0.033,29.0,151.0,1.0029,3.33,0.24,8.8,4
8.6,0.54,0.33,12.2,0.043,24.0,102.0,0.9915,3.38,0.45,11.8,6
5.5,0.08,0.46,11.6,0.046,23.0,170.0,0.9964,3.08,0.55,10.7,6
4.3,0.41,0.36,0.6,0.01,22.0,21.0,0.9994,3.16,0.48,11.0,6
7.0,0.13,0.52,6.0,0.01,50.0,125.0,0.9951,3.16,0.32,9.1,6
7.9,0.59,0.03,2.0,0.085,50.0,84.0,0.9957,3.39,0.83,9.0,7
7.3,0.44,0.28,6.1,0.06,35.0,57.0,0.9945,3.16,0.52,12.5,5
8.9,0.17,0.58,13.2,0.107,23.0,32.0,1.0001,3.17,0.36,12.8,7
7.6,0.36,0.45,3.7,0.01,33.0,151.0,0.9971,3.43,0.63,8.0,4
6.4,0.32,0.51,2.9,0.086,17.0,145.0,0.9981,2.99,0.47,11.3,5
4.0,0.48,0.3,13.7,0.072,28.0,183.0,0.9943,3.12,0.67,9.4,4
6.9,0.5,0.24,19.7,0.097,4.0,153.0,0.9967,2.82,0.47,11.8,6
8.6,0.15,0.17,0.6,0.052,29.0,99.0,0.9945,2.86,0.66,8.7,6
6.7,0.63,0.16,13.8,0.06,46.0,269.0,0.997,3.12,0.54,10.3,6
7.3,0.59,0.44,0.6,0.025,21.0,173.0,0.9935,2.94,0.53,11.1,6
7.7,0.22,0.39,2.2,0.047,48.0,51.0,0.9982,3.02,0.42,8.1,5
5.9,0.35,0.31,7.8,0.039,41.0,108.0,0.9963,2.89,0.47,8.9,6
7.9,0.64,0.39,8.1,0.01,38.0,129.0,0.9933,3.17,0.57,9.8,5
9.5,0.5,0.35,7.0,0.061,21.0,101.0,0.9973,3.33,0.5,9.3,7
7.0,0.28,0.47,0.6,0.089,14.0,232.0,0.9938,3.21,0.39,10.4,6
5.7,0.49,0.45,0.8,0.097,48.0,99.0,0.991,3.37,0.41,10.0,5
7.3,0.78,0.17,14.9,0.028,10.0,94.0,0.9939,3.01,0.62,11.4,7
4.2,0.38,0.35,0.6,0.055,23.0,158.0,0.9939,3.5,0.63,10.9,5
7.6,0.26,0.06,0.6,0.051,34.0,123.0,0.9912,3.2,0.67,9.6,5
7.7,0.39,0.33,9.8,0.108,73.0,103.0,0.9962,3.02,0.47,11.3,5
9.4,0.37,0.41,5.5,0.119,43.0,238.0,0.996,3.2,0.8,9.1,6
7.0,0.25,0.12,2.3,0.01,19.0,202.0,0.9947,3.28,0.68,9.4,6
7.8,0.41,0.26,1.0,0.073,30.0,36.0,0.9972,3.35,0.53,8.0,6
6.3,0.08,0.34,11.6,0.075,27.0,222.0,0.9936,3.42,0.56,10.9,8
6.6,0.29,0.34,24.1,0.049,35.0,106.0,0.9902,3.24,0.61,11.6,4
5.3,0.46,0.28,0.6,0.012,48.0,180.0,0.9928,3.21,0.42,10.6,6
6.9,0.08,0.14,4.4,0.081,19.0,228.0,0.9922,3.28,0.31,9.1,5
6.7,0.51,0.3,1.6,0.099,34.0,161.0,0.9936,3.42,0.55,8.0,5
7.5,0.08,0.06,9.6,0.037,47.0,245.0,0.995,3.1,0.54,8.0,5
6.3,0.09,0.28,2.3,0.098,9.0,164.0,1.0008,3.08,0.4,9.7,5
7.4,0.22,0.27,6.8,0.056,29.0,151.0,0.9901,3.21,0.44,10.4,7
6.9,0.35,0.31,4.2,0.106,25.0,173.0,0.9974,3.4,0.68,11.5,7
6.8,0.55,0.24,4.2,0.106,30.0,46.0,0.9917,3.14,0.55,12.1,6
7.4,0.31,0.11,10.5,0.055,1.0,104.0,0.9961,3.34,0.3,11.3,7
7.2,0.33,0.26,3.4,0.071,18.0,55.0,0.9928,3.29,0.22,9.6,5
8.1,0.46,0.45,10.1,0.031,1.0,106.0,0.9954,3.15,0.22,11.0,5
6.9,0.26,0.49,2.4,0.01,11.0,141.0,0.9996,3.12,0.74,10.6,4
6.7,0.39,0.68,1.0,0.065,32.0,107.0,0.9903,3.28,0.42,11.5,5
7.0,0.14,0.58,3.3,0.01,38.0,108.0,0.9956,3.03,0.49,9.5,6
6.3,0.35,0.14,3.7,0.129,24.0,39.0,0.9958,3.44,0.89,11.2,6
6.8,0.31,0.26,3.5,0.096,1.0,86.0,0.9978,3.46,0.39,11.3,6
9.8,0.24,0.31,8.9,0.051,20.0,210.0,0.9949,3.19,0.66,10.0,5
6.2,0.33,0.32,4.5,0.149,9.0,84.0,1.004,3.53,0.5,9.2,7
6.9,0.36,0.33,11.8,0.034,26.0,96.0,0.9983,3.26,0.66,10.6,6
6.7,0.52,0.68,3.9,0.042,32.0,129.0,0.9966,3.14,0.6,9.6,6
6.7,0.14,0.14,1.4,0.042,1.0,137.0,0.9958,3.16,0.22,11.0,4
6.8,0.32,0.21,0.7,0.054,24.0,108.0,0.9965,3.19,0.39,10.4,6
7.5,0.24,0.56,10.9,0.045,1.0,37.0,0.9951,3.13,0.38,10.3,5
4.9,0.5,0.22,0.6,0.072,27.0,146.0,0.9951,3.09,0.56,9.8,5
8.6,0.46,0.38,0.7,0.021,27.0,224.0,0.9901,3.39,0.44,10.2,6
8.1,0.42,0.48,0.6,0.06,4.0,219.0,0.9965,3.19,0.57,12.6,6
5.5,0.25,0.38,3.0,0.037,4.0,75.0,0.9964,2.92,0.61,10.9,5
4.3,0.48,0.35,4.1,0.058,62.0,138.0,0.9958,3.61,0.79,8.9,6
5.8,0.15,0.44,0.6,0.018,36.0,259.0,0.9958,3.32,0.59,9.9,4
7.0,0.08,0.2,3.9,0.026,19.0,115.0,0.997,2.92,0.53,9.2,7
10.6,0.13,0.25,2.7,0.13,25.0,130.0,0.9961,2.99,0.56,12.6,6
8.0,0.3,0.41,8.0,0.024,10.0,31.0,0.995,2.95,0.29,12.4,7
4.8,0.47,0.0,9.6,0.074,34.0,175.0,0.9957,3.24,0.44,12.3,5
6.2,0.08,0.52,6.2,0.037,28.0,131.0,0.9984,3.29,0.37,8.1,5
7.1,0.58,0.36,3.5,0.02,43.0,65.0,0.9991,3.26,0.68,8.9,5
7.7,0.33,0.35,1.3,0.058,49.0,155.0,0.9918,3.14,0.65,9.8,7
5.4,0.11,0.07,10.1,0.026,54.0,171.0,0.9935,3.12,0.24,9.0,5
7.1,0.35,0.13,2.3,0.074,46.0,77.0,0.9976,3.25,0.63,9.4,6
6.2,0.54,0.25,2.4,0.052,26.0,22.0,0.9964,3.12,0.65,9.2,5
5.6,0.49,0.42,13.4,0.103,6.0,124.0,0.9928,3.23,0.4,9.6,4
7.5,0.54,0.0,20.1,0.01,25.0,155.0,0.9949,3.34,0.64,10.8,5
8.1,0.15,0.43,12.3,0.066,29.0,131.0,0.9971,3.12,0.55,10.9,5
8.3,0.27,0.27,34.2,0.069,38.0,181.0,1.0005,3.44,0.34,11.8,6
7.9,0.22,0.28,11.0,0.021,20.0,19.0,1.0018,3.0,0.31,10.6,5
6.7,0.58,0.37,6.6,0.033,10.0,58.0,0.9893,3.15,0.92,11.2,7
8.2,0.44,0.36,1.9,0.01,35.0,128.0,0.9973,3.22,0.5,12.1,6
7.6,0.79,0.21,16.5,0.01,73.0,28.0,0.9928,3.01,0.59,11.5,6
7.4,0.26,0.42,11.3,0.052,56.0,73.0,0.9982,3.25,0.31,10.9,6
6.5,0.19,0.0,1.5,0.084,52.0,86.0,0.9906,3.29,0.8,8.6,7
6.6,0.31,0.25,3.6,0.051,24.0,173.0,0.9926,3.02,0.66,12.4,6
7.2,0.59,0.33,0.6,0.053,17.0,190.0,0.9942,3.11,0.55,8.2,5
10.2,0.34,0.25,16.5,0.011,43.0,157.0,0.9967,3.11,0.77,9.0,4
7.5,0.38,0.04,4.6,0.01,52.0,222.0,0.9936,2.97,0.3,8.0,5
6.3,0.38,0.43,1.5,0.068,25.0,195.0,0.9925,3.26,0.42,12.5,5
6.2,0.34,0.13,1.9,0.033,20.0,160.0,0.9896,3.19,0.54,9.8,6
6.6,0.23,0.31,21.3,0.01,21.0,159.0,0.9927,3.07,0.44,10.6,6
10.1,0.31,0.34,5.2,0.037,34.0,83.0,0.9967,3.17,0.65,8.5,6
6.6,0.34,0.31,2.9,0.065,29.0,37.0,0.9992,3.22,0.6,10.5,5
8.4,0.33,0.5,3.7,0.07,31.0,75.0,0.9916,2.86,0.71,11.9,6
6.8,0.46,0.32,0.6,0.063,53.0,163.0,0.9919,3.21,0.57,9.8,7
7.6,0.62,0.39,0.6,0.032,46.0,98.0,0.9925,3.1,0.38,10.5,6
8.3,0.2,0.31,4.9,0.077,27.0,150.0,0.9943,2.94,0.49,10.9,6
6.4,0.3,0.4,3.9,0.055,30.0,12.0,0.9953,3.33,0.61,8.8,5
6.3,0.23,0.52,2.4,0.025,48.0,145.0,0.9938,3.09,0.47,11.2,5
9.3,0.39,0.33,4.5,0.017,39.0,67.0,0.99,3.49,0.54,9.2,5
8.4,0.28,0.43,0.6,0.063,59.0,75.0,0.9886,3.23,0.45,10.4,5
8.3,0.37,0.54,15.6,0.086,43.0,210.0,0.9932,3.22,0.61,10.4,6
8.3,0.51,0.53,1.9,0.077,35.0,237.0,0.9963,3.3,0.61,11.9,6
7.7,0.08,0.25,0.6,0.062,21.0,55.0,0.9947,3.51,0.88,10.5,5
10.0,0.38,0.49,1.0,0.078,3.0,103.0,0.9998,3.12,0.3,8.2,7
7.3,0.26,0.36,0.6,0.139,49.0,109.0,0.9901,3.41,0.58,10.6,6
7.9,0.44,0.48,1.1,0.066,49.0,157.0,0.995,3.16,0.83,10.4,5
5.3,0.22,0.4,2.9,0.062,54.0,89.0,0.9989,3.17,0.7,10.8,5
6.2,0.53,0.36,7.2,0.075,9.0,70.0,0.9938,3.2,0.82,9.9,6
5.8,0.45,0.4,1.7,0.082,38.0,132.0,0.9909,3.19,0.38,9.0,7
8.8,0.46,0.35,3.1,0.01,18.0,120.0,0.987,3.17,0.53,8.4,5
4.0,0.43,0.38,14.3,0.062,29.0,165.0,0.9937,2.98,0.33,10.5,7
6.8,0.19,0.31,1.9,0.091,3.0,77.0,0.9932,3.21,0.41,12.7,7
4.0,0.27,0.27,8.6,0.117,18.0,104.0,0.9928,3.17,0.73,10.1,5
6.2,0.45,0.59,0.9,0.057,29.0,160.0,0.9956,3.39,0.36,10.4,6
6.5,0.24,0.38,1.1,0.04,37.0,112.0,1.0001,3.21,0.48,10.5,5
9.0,0.57,0.24,3.3,0.062,44.0,21.0,0.9906,2.94,0.39,11.6,6
7.8,0.28,0.28,1.4,0.033,59.0,208.0,0.9918,3.15,0.58,10.0,6
6.2,0.41,0.48,12.6,0.111,28.0,111.0,0.9943,3.31,0.31,11.5,6
8.7,0.64,0.22,0.6,0.073,23.0,112.0,0.9969,2.98,0.54,12.1,7
7.2,0.25,0.09,4.9,0.054,36.0,258.0,0.9935,2.89,0.66,11.1,5
7.1,0.41,0.09,5.0,0.095,35.0,235.0,0.9964,3.3,0.46,11.2,4
5.7,0.5,0.06,0.6,0.016,11.0,169.0,0.9904,3.37,0.73,12.8,6
6.0,0.49,0.13,7.1,0.01,9.0,54.0,0.9948,3.33,0.61,10.4,6
6.2,0.28,0.14,3.4,0.071,71.0,193.0,0.9947,3.38,0.48,10.0,6
7.3,0.25,0.53,6.9,0.094,35.0,16.0,0.9994,3.06,0.43,8.9,6
7.3,0.3,0.31,9.5,0.051,45.0,123.0,0.9981,3.26,0.68,10.9,6
9.3,0.54,0.28,2.1,0.032,41.0,89.0,0.995,3.28,0.49,10.7,7
7.7,0.29,0.11,3.6,0.023,39.0,76.0,0.9918,3.4,0.51,11.5,6
4.0,0.38,0.29,1.6,0.013,53.0,129.0,0.9877,3.38,0.84,10.0,5
7.5,0.3,0.05,1.2,0.079,70.0,150.0,0.992,3.33,0.68,9.0,5
5.4,0.45,0.27,0.6,0.085,40.0,160.0,1.0013,3.12,0.41,10.5,6
6.1,0.33,0.64,17.9,0.088,33.0,111.0,0.9893,2.93,0.56,8.7,7
6.2,0.17,0.42,3.1,0.056,49.0,104.0,0.992,2.89,0.68,10.4,6
6.4,0.18,0.29,0.6,0.016,27.0,164.0,0.9951,3.31,0.43,9.8,6
5.4,0.08,0.42,0.6,0.031,9.0,165.0,0.9985,3.35,0.74,11.7,5
7.6,0.17,0.25,1.8,0.077,43.0,123.0,0.9909,3.1,0.61,12.4,7
5.6,0.4,0.22,0.6,0.02,16.0,67.0,0.9961,3.33,0.9,11.1,8
7.7,0.55,0.58,2.5,0.052,17.0,20.0,0.9923,3.3,0.49,8.3,6
10.1,0.44,0.15,0.6,0.02,8.0,153.0,0.991,3.05,0.62,9.2,6
5.5,0.42,0.27,0.6,0.032,1.0,171.0,0.9929,3.4,0.42,10.5,6
6.7,0.37,0.35,6.0,0.016,6.0,104.0,0.9946,3.27,0.5,8.9,4
4.0,0.46,0.18,12.8,0.057,32.0,137.0,0.9909,2.9,0.44,10.2,6
6.8,0.38,0.42,2.8,0.01,52.0,190.0,0.998,3.15,0.69,12.5,6
8.1,0.62,0.28,9.8,0.029,21.0,229.0,0.999,3.38,0.29,10.0,6
8.1,0.35,0.41,0.6,0.086,18.0,93.0,0.9926,3.1,0.22,10.3,5
7.2,0.58,0.4,8.1,0.093,29.0,111.0,0.997,3.39,0.56,10.6,5
8.3,0.5,0.28,0.6,0.079,29.0,141.0,0.9901,3.41,0.53,9.1,5
10.6,0.42,0.59,9.8,0.106,30.0,47.0,0.9941,3.1,0.43,10.1,7
9.4,0.08,0.21,11.6,0.01,49.0,6.0,0.9972,3.05,0.54,9.9,5
6.8,0.42,0.54,8.3,0.053,26.0,40.0,0.9969,3.32,0.26,11.3,8
5.4,0.31,0.5,9.3,0.059,22.0,100.0,0.9951,3.3,0.77,11.6,6
6.6,0.29,0.58,4.5,0.124,30.0,75.0,0.9983,3.31,0.4,8.9,5
6.0,0.1,0.35,1.7,0.048,42.0,70.0,0.9925,3.2,0.69,10.6,6
7.7,0.36,0.19,5.6,0.084,81.0,119.0,0.995,3.45,0.35,8.0,5
5.5,0.4,0.61,3.1,0.115,60.0,115.0,0.9949,3.36,0.31,9.9,4
7.2,0.1,0.28,0.6,0.061,35.0,73.0,0.996,3.15,0.4,11.3,7
8.3,0.1,0.2,3.5,0.04,22.0,24.0,0.9965,3.33,0.54,10.7,6
7.1,0.41,0.29,5.7,0.043,29.0,139.0,0.9908,3.24,0.67,12.9,6
6.0,0.47,0.17,0.6,0.01,19.0,175.0,0.9967,2.99,0.77,9.8,6
8.7,0.4,0.39,5.2,0.04,34.0,81.0,0.9911,2.98,0.68,9.8,5
4.7,0.55,0.22,5.7,0.01,36.0,94.0,0.9975,3.21,0.31,10.0,5
6.9,0.29,0.29,0.9,0.083,42.0,162.0,1.0,3.13,0.51,11.5,7
7.1,0.36,0.46,3.0,0.01,1.0,175.0,0.9932,3.05,0.45,12.4,5
7.1,0.25,0.4,18.0,0.07,14.0,90.0,0.9919,3.15,0.5,11.2,4
7.5,0.08,0.32,11.6,0.096,56.0,110.0,0.9997,3.31,0.59,9.9,6
8.0,0.63,0.35,2.9,0.082,11.0,199.0,0.9945,3.27,0.42,8.7,6
7.2,0.52,0.32,2.3,0.039,17.0,165.0,0.9907,3.22,0.83,11.6,6
6.8,0.11,0.26,0.7,0.083,25.0,51.0,0.9919,2.96,0.47,10.8,6
6.7,0.36,0.32,0.6,0.056,56.0,19.0,0.9921,2.92,0.64,11.4,6
6.4,0.32,0.4,1.9,0.04,42.0,100.0,0.9983,3.43,0.31,8.9,6
8.4,0.26,0.31,15.2,0.043,26.0,61.0,0.9917,3.21,0.84,10.0,7
6.2,0.33,0.36,17.2,0.072,21.0,142.0,0.9877,3.35,0.61,8.8,4
8.3,0.4,0.2,9.0,0.01,19.0,156.0,0.9945,3.24,0.49,11.4,6
7.3,0.47,0.23,2.3,0.038,8.0,130.0,0.9956,3.1,0.59,8.1,6
6.5,0.43,0.2,0.8,0.069,16.0,70.0,0.9964,3.16,0.59,8.6,5
7.9,0.35,0.23,4.9,0.038,61.0,44.0,0.987,3.41,0.55,10.6,5
6.2,0.34,0.5,5.6,0.011,56.0,153.0,0.9941,3.31,0.48,8.0,5
8.0,0.51,0.42,3.0,0.025,24.0,163.0,0.9934,3.1,0.33,10.6,5
7.5,0.41,0.16,6.4,0.062,22.0,178.0,0.996,3.36,0.77,9.9,6
6.4,0.38,0.38,7.4,0.073,50.0,99.0,0.9887,3.1,0.55,8.0,5
7.8,0.36,0.25,8.3,0.094,19.0,111.0,0.9952,3.28,0.41,11.5,5
7.8,0.42,0.21,3.8,0.083,42.0,162.0,0.9952,2.96,0.48,8.0,5
8.8,0.23,0.11,8.5,0.083,12.0,116.0,0.9981,3.19,0.72,11.5,7
8.5,0.47,0.47,0.6,0.01,34.0,83.0,0.9958,3.26,0.72,11.7,6
7.9,0.16,0.12,6.2,0.082,22.0,68.0,0.9968,3.13,0.49,10.9,6
5.8,0.27,0.31,1.5,0.038,39.0,156.0,0.991,3.34,0.45,11.7,6
10.5,0.4,0.19,1.7,0.01,54.0,99.0,0.9944,3.03,0.47,9.0,7
5.3,0.18,0.43,0.6,0.076,19.0,85.0,0.9986,3.34,0.68,9.3,5
8.6,0.08,0.28,1.2,0.062,12.0,141.0,0.9932,3.27,0.74,12.3,7
7.8,0.34,0.3,26.1,0.087,25.0,75.0,0.997,3.1,0.49,12.3,6
5.7,0.08,0.31,2.9,0.037,54.0,83.0,0.9918,2.96,0.63,13.1,6
7.3,0.08,0.39,14.2,0.056,34.0,118.0,0.994,3.47,0.5,10.5,8
7.0,0.49,0.31,1.0,0.01,29.0,89.0,0.9898,3.22,0.32,10.2,5
8.9,0.3,0.32,1.2,0.125,51.0,196.0,0.9944,3.13,0.62,11.6,6
6.2,0.57,0.23,4.4,0.01,39.0,146.0,0.9922,3.16,0.5,9.8,5
7.0,0.11,0.1,2.3,0.028,72.0,123.0,0.9981,3.06,0.52,8.3,7
4.3,0.29,0.16,5.6,0.02,12.0,195.0,1.0008,3.32,0.66,11.7,7
9.6,0.37,0.44,3.0,0.063,31.0,120.0,0.9895,3.24,0.34,10.7,7
5.9,0.12,0.29,9.0,0.026,7.0,177.0,0.991,3.0,0.22,11.3,7
7.7,0.5,0.22,3.1,0.094,11.0,60.0,0.9975,3.23,0.59,11.5,6
7.1,0.42,0.11,4.6,0.067,54.0,80.0,0.9924,3.01,0.79,11.4,6
6.9,0.14,0.04,2.1,0.01,14.0,62.0,0.9944,3.35,0.66,10.5,4
8.5,0.27,0.24,6.6,0.083,59.0,144.0,0.9992,3.1,0.44,11.4,8
9.4,0.4,0.46,5.7,0.088,11.0,28.0,0.9993,3.41,0.57,11.3,6
7.5,0.27,0.23,2.7,0.031,28.0,134.0,0.9908,3.46,0.6,9.0,5
8.2,0.08,0.39,1.7,0.016,10.0,88.0,1.0005,3.16,0.63,10.4,7
7.6,0.41,0.22,5.1,0.07,42.0,123.0,0.9967,3.1,0.43,9.4,5
8.6,0.69,0.42,15.5,0.079,34.0,115.0,0.9977,2.98,0.44,10.3,6
6.6,0.27,0.27,0.8,0.021,53.0,147.0,0.9927,2.92,0.22,10.2,6
8.6,0.59,0.14,8.7,0.088,46.0,242.0,0.9924,2.98,0.57,8.4,6
8.7,0.21,0.28,4.2,0.036,33.0,230.0,0.9895,3.13,0.65,9.7,6
8.5,0.4,0.59,4.0,0.097,32.0,162.0,0.991,2.84,0.67,11.5,5
6.4,0.46,0.59,17.6,0.01,8.0,96.0,0.9967,3.34,0.37,10.1,6
7.1,0.3,0.4,5.0,0.03,38.0,126.0,0.9961,3.3,0.53,11.0,7
7.5,0.29,0.3,9.6,0.049,29.0,93.0,0.9971,3.3,0.52,13.0,6
5.5,0.45,0.37,3.9,0.021,42.0,74.0,0.9954,3.41,0.4,11.0,6
9.2,0.67,0.36,1.6,0.055,43.0,6.0,0.9946,3.03,0.68,12.1,5
7.2,0.38,0.32,6.4,0.044,19.0,103.0,0.9926,3.04,0.53,10.9,6
7.5,0.28,0.38,13.9,0.049,17.0,131.0,0.9938,3.4,0.45,9.8,5
6.5,0.3,0.35,9.9,0.042,32.0,150.0,0.9974,3.13,0.7,10.1,6
5.5,0.74,0.27,1.2,0.011,26.0,122.0,0.9971,3.28,0.62,11.0,6
6.5,0.36,0.14,2.1,0.055,5.0,76.0,0.9954,2.88,0.43,10.8,6
